"account_number","site_number","legal_name","doing_business_as_name","address","license_description","license_number","expiration_date","latitude","longitude"
"63160","702","SP PLUS LLC","SP PLUS LLC","1701-1707 W MADISON ST","Commercial Garage","3074067","2027-03-15T00:00:00.000","41.8813092594","-87.6693418251"
"63160","697","SP PLUS LLC","SP PLUS LLC","350 W BELDEN AVE","Commercial Garage","3069724","2027-03-15T00:00:00.000","41.9238949572","-87.6384954912"
"63160","695","SP PLUS LLC","SP PLUS LLC","525 W MONROE ST B1-B2","Commercial Garage","3069296","2027-03-15T00:00:00.000","41.8804631471","-87.6408038843"
"324325","210","LAZ PARKING CHICAGO, LLC","LAZ PARKING","345 W FULLERTON PKWY","Commercial Garage","3031883","2027-07-15T00:00:00.000","41.925516848","-87.6382218897"
"523213","1","SCJ GROUP INC.","SHELL","3159 W ADDISON ST","Filling Station","3065460","2028-04-15T00:00:00.000","41.9465219711","-87.70775808"
"512612","2","Parking in Chicago, LLC","PARKING IN CHICAGO","430 S JEFFERSON ST","Commercial Garage","3025781","2027-01-15T00:00:00.000","41.8758476264","-87.6426171771"
"480314","1","735 W. DIVISION L.L.C.","EXXON","735 W DIVISION ST 1 A","Filling Station","2814031","2028-03-15T00:00:00.000","41.9035379266","-87.6474235837"
"8348","37","CENTRAL PARKING SYSTEM LLC","CPS Parking","2155 S WENTWORTH AVE","Commercial Garage","1594269","2028-03-15T00:00:00.000","41.8529242143","-87.6316326061"
"259","57","JEWEL FOOD STORES, INC.","Jewel Food Store #3632","3630 N SOUTHPORT AVE 1ST AND 2ND FLOORS","Commercial Garage","2642350","2028-03-15T00:00:00.000","41.9480045508","-87.6641862307"
"8348","94","CENTRAL PARKING SYSTEM LLC","CENTRAL PARKING SYSTEM","1001 S WABASH AVE GROUND","Commercial Garage","1883413","2028-03-15T00:00:00.000","41.8698610776","-87.6257439173"
"63160","691","SP PLUS LLC","SP PLUS LLC","1700-1716 W MONROE ST","Commercial Garage","3056967","2027-03-15T00:00:00.000","41.8802357737","-87.6693111026"
"63160","694","SP PLUS LLC","SP PLUS","127 W HURON ST","Commercial Garage","3065243","2027-03-15T00:00:00.000","41.8947061837","-87.6324222917"
"63160","685","SP PLUS LLC","STANDARD PARKING","640 N WELLS ST","Commercial Garage","3046502","2027-03-15T00:00:00.000","41.8936584776","-87.6342703814"
"11539","11","PIONEER PARKING, INC.","PIONEER PARKING INC","2800 N LAKE SHORE DR 1-3","Commercial Garage","2575177","2028-02-15T00:00:00.000","41.9329024665","-87.6363731652"
"11539","7","PIONEER PARKING, INC.","PARKING","3440 N LAKE SHORE DR","Commercial Garage","2575174","2028-02-15T00:00:00.000","41.9447069053","-87.6413840931"
"482234","1","WALKOUT LLC","WALKOUT LLC","1245 W JACKSON BLVD","Commercial Garage","2827475","2028-02-15T00:00:00.000","41.8776509237","-87.6587981991"
"458432","2","BANANA GLADES LLC","BANANA GLADES, LLC","24 S MORGAN ST 1-3","Commercial Garage","2704394","2028-02-15T00:00:00.000","41.8809816443","-87.6521550941"
"11539","3","PIONEER PARKING, INC.","PIONEER PARKING INC","1340 N ASTOR ST # INDOO","Commercial Garage","28596","2028-02-15T00:00:00.000","41.9069903313","-87.627692922"
"359535","1","71 SOUTH  WACKER DRIVE  LLC","71 S. WACKER DR LLC","71 S WACKER DR  2200","Commercial Garage","2574937","2028-02-15T00:00:00.000","41.8807175753","-87.6365891074"
"11539","14","PIONEER PARKING, INC.","PIONEER PARKING INC.","190 E WALTON PL","Commercial Garage","2575179","2028-02-15T00:00:00.000","41.9001488395","-87.6222172814"
"11539","24","PIONEER PARKING, INC.","PIONEER PARKING, INC.","2909 N SHERIDAN RD","Commercial Garage","3010757","2028-02-15T00:00:00.000","41.9346504576","-87.6392123827"
"11539","6","PIONEER PARKING, INC.","PIONEER PARKING INC","3550 N LAKE SHORE DR","Commercial Garage","1169801","2028-02-15T00:00:00.000","41.9481304644","-87.643323857"
"11539","19","PIONEER PARKING, INC.","PIONEER PARKING","505 N LAKE SHORE DR BSM","Commercial Garage","2578940","2028-02-15T00:00:00.000","41.8912792935","-87.6141075333"
"11539","23","PIONEER PARKING, INC.","PIONEER PARKING","195 N HARBOR DR C-4","Commercial Garage","2992908","2028-02-15T00:00:00.000","41.8861772806","-87.6155996011"
"11539","9","PIONEER PARKING, INC.","PIONEER PARKING INC","3600 N LAKE SHORE DR BSMT, 1, 2, 3","Commercial Garage","2575176","2028-02-15T00:00:00.000","41.9486836744","-87.6436497585"
"11539","22","PIONEER PARKING, INC.","PIONEER PARKING","1440 N LAKE SHORE DR","Commercial Garage","2934414","2028-02-15T00:00:00.000","41.9089892016","-87.6261902339"
"11539","21","PIONEER PARKING, INC.","PIOOEER PARKING","1040 N LAKE SHORE DR 1ST","Commercial Garage","2671443","2028-02-15T00:00:00.000","41.9019859458","-87.6245366695"
"11539","16","PIONEER PARKING, INC.","PIONEER PARKING INC.","1325 N STATE PKWY LL-3","Commercial Garage","2522166","2028-02-15T00:00:00.000","41.9065982875","-87.6286258569"
"11539","8","PIONEER PARKING, INC.","PARKING","201 E CHESTNUT ST","Commercial Garage","2575175","2028-02-15T00:00:00.000","41.8983108869","-87.6217697908"
"6278","1","MAC PARKING, INC.","MAC PARKING, INC.","640 N LA SALLE DR # 285","Commercial Garage","13488","2028-02-15T00:00:00.000","41.8936078735","-87.6328005609"
"51465","3","EAST BANK CLUB VENTURE, INC","EAST BANK CLUB VENTURE","360 W HUBBARD ST  1ST","Commercial Garage","13939","2028-02-15T00:00:00.000","41.8900418344","-87.6378686388"
"242724","3","AKA PARKING INC","AKA PARKING, INC.","50 E BELLEVUE PL","Commercial Garage","2574943","2028-02-15T00:00:00.000","41.901697728","-87.6264728162"
"16326","1","CHICAGO OIL COMPANY, INC.","DOWNTOWN BP & SUBWAY","750 N WELLS ST 1ST","Filling Station","43808","2028-02-15T00:00:00.000","41.8963357343","-87.6343406345"
"494309","1","J LEE 500 LLC","J LEE 500 LLC","1800 S WENTWORTH AVE","Commercial Garage","2895588","2028-02-15T00:00:00.000","41.8577437509","-87.6320390628"
"51465","1","EAST BANK CLUB VENTURE, INC","EAST BANK CLUB VENTURE","361 W HUBBARD ST  1ST","Commercial Garage","13940","2028-02-15T00:00:00.000","41.8898211307","-87.6379643733"
"376257","1","OXFORD HOTELS AND RESORTS, LLC","THE GODFREY HOTEL CHICAGO","127 W HURON ST 1-16","Commercial Garage","2233061","2028-02-15T00:00:00.000","41.8947061837","-87.6324222917"
"320432","1","200 EAST DELAWARE CONDOMINIUM ASSOCIATION","200 EAST DELAWARE CONDOMINIUM ASSOCIATION","200 E DELAWARE PL BSMT, 1, 2","Commercial Garage","2574936","2028-01-15T00:00:00.000","41.8993547394","-87.6217913019"
"368226","1","K4M, INC.","MARATHON GAS","332-340 S SACRAMENTO BLVD 1ST","Filling Station","2129967","2028-01-15T00:00:00.000","41.8763532291","-87.7012248202"
"502535","1","DK CHESTNUT LLC","DK CHESTNUT LLC","863 N ORLEANS ST","Commercial Garage","2938935","2028-01-15T00:00:00.000","41.8983453205","-87.637092133"
"324325","219","LAZ PARKING CHICAGO, LLC","LAZ PARKING","2100 N LINCOLN PARK WEST  1ST & BSMT","Commercial Garage","3051539","2027-07-15T00:00:00.000","41.9202652637","-87.6365525035"
"324325","221","LAZ PARKING CHICAGO, LLC","LAZ PARKING","355 E OHIO ST 2ND -11","Commercial Garage","3057148","2027-07-15T00:00:00.000","41.8925247608","-87.6181338265"
"457380","12","SECURE PARKING USA, LLC","SECURE PARKING","10 E ONTARIO ST 1-4","Commercial Garage","3025475","2027-12-15T00:00:00.000","41.893388867","-87.6277024007"
"502992","1","WESTBOUND GAS AND FOOD LLC","BP","101-111 N WESTERN AVE","Filling Station","2943450","2027-12-15T00:00:00.000","41.8830406044","-87.6863387456"
"463563","1","CHICAGO AVE FUEL, INC.","BP","3153-3159 W CHICAGO AVE","Filling Station","2695104","2027-12-15T00:00:00.000","41.8954465562","-87.7062375407"
"267552","1","FARD ONE INCORPORATED","MIDWEST GAS","1721 S PAULINA ST","Filling Station","1404288","2027-12-15T00:00:00.000","41.8580378202","-87.6685162384"
"22427","1","THACHET CORPORATION","BP","1955 W CERMAK RD","Filling Station","75292","2027-12-15T00:00:00.000","41.8520711277","-87.6755622995"
"480596","1","DIVISION PETROLEUM INC.","MOBIL","1216-1236 N HALSTED ST 1 B","Filling Station","2817450","2027-12-15T00:00:00.000","41.9039020132","-87.6482552401"
"480823","1","KEDZIE FOOD & FUEL, INC.","BP","3202 W CERMAK RD","Filling Station","2817854","2027-12-15T00:00:00.000","41.8518730578","-87.7053867839"
"457380","11","SECURE PARKING USA, LLC","SECURE PARKING USA","350 E OHIO ST BASEMENT, FL 1-2","Commercial Garage","2961942","2027-12-15T00:00:00.000","41.8927416478","-87.6182881563"
"290116","1","1602 CERMAK, INC.","CERMAK BP","1602 W CERMAK RD","Filling Station","1593164","2027-12-15T00:00:00.000","41.8524363568","-87.6662289935"
"25051","2","MOUNT SINAI HOSPITAL MEDICAL CENTER OF CHICAGO","MOUNT SINAI HOSPITAL MEDICAL CENTER","2705 W 15TH ST","Commercial Garage","1847238","2027-12-15T00:00:00.000","41.860937298","-87.6936847078"
"63160","688","SP PLUS LLC","STANDARD PARKING","1612-1652 W MADISON ST","Commercial Garage","3046774","2027-03-15T00:00:00.000","41.8815595655","-87.6673393231"
"520318","1","2401 DIVERSEY INC.","MOBIL","2401 W DIVERSEY AVE","Filling Station","3051426","2027-12-15T00:00:00.000","41.9320677883","-87.6879397145"
"521141","1","OGDEN WESTERN MOBIL INC.","MOBIL","2401 W OGDEN AVE","Filling Station","3052352","2027-12-15T00:00:00.000","41.8646467296","-87.6860025122"
"502071","1","CSJ GASMART INC.","CSJ Gasmart/The Western Bistro","823 N WESTERN AVE","Filling Station","2934996","2027-11-15T00:00:00.000","41.8965441305","-87.6867158356"
"457569","1","ONE PARKING 707, INC.","ONE PARKING 707","1415 N DEARBORN ST 1ST-3RD","Commercial Garage","2658353","2027-11-15T00:00:00.000","41.9082714234","-87.6299709258"
"385892","1","Ozinga Energy LLC","Ozinga Energy LLC","2236 S LUMBER ST FIRST","Filling Station","2293391","2027-11-15T00:00:00.000","41.8518733746","-87.6429284642"
"257957","1","FULL WEST BP CORPORATION","FULLWEST BP GAS & SUBWAY","2357 W FULLERTON AVE","Filling Station","1331609","2027-11-15T00:00:00.000","41.9247919066","-87.6875217952"
"315891","1","N & W ENTERPRISES, LLC","NORTH SHELL","1600 N WESTERN AVE 1ST","Filling Station","1816951","2027-11-15T00:00:00.000","41.9104090236","-87.6873702684"
"478873","1","ABERDEEN DEVELOPERS LLC","ABERDEEN DEVELOPERS LLC","171 N ABERDEEN ST  200","Commercial Garage","2808739","2027-11-15T00:00:00.000","41.8851449894","-87.6543153672"
"18636","1","F & C AMOCO INC","BP & CORNER MARKET","2800 W FULLERTON AVE","Filling Station","58259","2027-11-15T00:00:00.000","41.9249164157","-87.6974758705"
"63160","686","SP PLUS LLC","STANDARD PARKING","1835-1859 W ADAMS ST","Commercial Garage","3041926","2027-03-15T00:00:00.000","41.8786861324","-87.6731230754"
"514252","3","CHI-TOWN PARKING SOLUTIONS INC.","CHI-TOWN PARKING SOLUTIONS, INC.","150 E HURON ST 2 THRU 6","Commercial Garage","3020000","2027-05-15T00:00:00.000","41.8950607857","-87.6235075091"
"378615","38","LEGACY PARKING COMPANY, LLC","LEGACY PARKING","219 E NORTH WATER ST","Commercial Garage","3045786","2027-03-15T00:00:00.000","41.8896209575","-87.6220787654"
"428800","1","181 WEST MADISON PROPERTY LLC","181 WEST MADISON PROPERTY","181 W MADISON ST","Commercial Garage","3045683","2027-10-15T00:00:00.000","41.88184063","-87.6332550894"
"243136","84","IMPERIAL PARKING (U.S.), LLC","IMPARK","1951-1957 W OGDEN AVE","Commercial Garage","2647384","2027-09-15T00:00:00.000","41.8736019556","-87.6752172218"
"243136","94","IMPERIAL PARKING (U.S.), LLC","IMPARK","1840 N CLYBOURN AVE","Commercial Garage","2977850","2027-09-15T00:00:00.000","41.9144237141","-87.654627843"
"243136","97","IMPERIAL PARKING (U.S.), LLC","Imperial Parking","1520 W HARRISON ST","Commercial Garage","3010800","2027-09-15T00:00:00.000","41.8743251279","-87.6651417459"
"243136","45","IMPERIAL PARKING (U.S.), LLC","IMPARK","1640 W JACKSON BLVD 1ST - 8TH","Commercial Garage","2074269","2027-09-15T00:00:00.000","41.8777074801","-87.6683716838"
"3460","12","PEOPLES AUTO PARKING COMPANY","PEOPLES AUTO PARKING CO","1122 S WABASH AVE","Commercial Garage","1168624","2027-09-15T00:00:00.000","41.8685479475","-87.6259996404"
"243136","98","IMPERIAL PARKING (U.S.), LLC","IMPERIAL PARKING","711 S PAULINA ST FLOORS 1-5","Commercial Garage","3031108","2027-09-15T00:00:00.000","41.872506272","-87.6689153031"
"3460","15","PEOPLES AUTO PARKING COMPANY","PEOPLES AUTO PARKING","11 E BALBO AVE STREETLEVEL","Commercial Garage","1842138","2027-09-15T00:00:00.000","41.8729904165","-87.6271095558"
"420633","2","MCM PARKING, INC.","MCM PARKING INC","1850 N CLARK ST 1","Commercial Garage","2807585","2027-09-15T00:00:00.000","41.9162510767","-87.6349063647"
"3460","16","PEOPLES AUTO PARKING COMPANY","PEOPLES AUTO PARKING","722 S WABASH AVE STREETLEVEL","Commercial Garage","1842140","2027-09-15T00:00:00.000","41.8727334445","-87.6261047251"
"420633","1","MCM PARKING, INC.","MCM PARKING","1555 N DEARBORN PKWY","Commercial Garage","2802864","2027-09-15T00:00:00.000","41.9110609679","-87.6300555068"
"243136","67","IMPERIAL PARKING (U.S.), LLC","IMPARK","175 W JACKSON BLVD  BSMT","Commercial Garage","2354550","2027-09-15T00:00:00.000","41.8780144872","-87.63318903"
"243136","29","IMPERIAL PARKING (U.S.), LLC","IMPARK","1800 W POLK ST 1ST THRU 8TH","Commercial Garage","1980920","2027-09-15T00:00:00.000","41.8716563886","-87.6716055423"
"498634","1","RAHMAN HOLDINGS INC.","SNK","3601 W GRAND AVE","Filling Station","2934151","2027-09-15T00:00:00.000","41.902168575","-87.7166762958"
"3460","17","PEOPLES AUTO PARKING COMPANY","PEOPLES AUTO PARKING COMPANY","710 S WABASH AVE 1ST-3RD","Commercial Garage","1921984","2027-09-15T00:00:00.000","41.872911342","-87.6261084671"
"476825","1","Lower Peel LLC","Lower Peel LLC","2727 N PINE GROVE AVE","Commercial Garage","2797781","2027-09-15T00:00:00.000","41.9318194742","-87.6406631097"
"3460","6","PEOPLES AUTO PARKING COMPANY","PEOPLES AUTO PARKING CO","566 W VAN BUREN ST","Commercial Garage","5601","2027-09-15T00:00:00.000","41.8768461851","-87.6422502867"
"518463","1","LRXY LLC","AUTO EXPERT CHICAGO","1150 W ADDISON ST","Commercial Garage","3040872","2027-09-15T00:00:00.000","41.9472628686","-87.658861328"
"518238","1","WINDY CITY PETROLEUM INC.","BP","50 W IDA B WELLS DR 1","Filling Station","3036721","2027-09-15T00:00:00.000","41.8757346084","-87.6294391189"
"63160","598","SP PLUS LLC","STANDARD PARKING","728 N MORGAN ST","Commercial Garage","2977847","2027-03-15T00:00:00.000","41.8955128867","-87.6527592263"
"417855","1","PARKPLUS, LLC","PARKPLUS, LLC","55 E PEARSON ST 1","Commercial Garage","2575128","2027-08-15T00:00:00.000","41.8974381951","-87.6260203743"
"459037","1","ONE PARKING 706, LLC","ONE PARKING 706, LLC","115 N WELLS ST 2-8","Commercial Garage","2665386","2027-08-15T00:00:00.000","41.8836094308","-87.6337216081"
"417855","3","PARKPLUS, LLC","PARKPLUS","836 W WELLINGTON AVE 1-5","Commercial Garage","2578476","2027-08-15T00:00:00.000","41.9364501676","-87.650552452"
"455621","1","WELLS PUBLIC PARKING, LLC","WELLS PUBLIC PARKING","425 S WELLS ST 1-3","Commercial Garage","2658880","2027-08-15T00:00:00.000","41.876244956","-87.6335315486"
"417855","4","PARKPLUS, LLC","PARKPLUS","933 W WELLINGTON AVE 1-5","Commercial Garage","2579012","2027-08-15T00:00:00.000","41.9361823325","-87.6528836188"
"417855","10","PARKPLUS, LLC","PARKPLUS","14 W SUPERIOR ST 3-7","Commercial Garage","2835473","2027-08-15T00:00:00.000","41.8957812749","-87.6287579634"
"417855","5","PARKPLUS, LLC","PARKPLUS","3000 N HALSTED ST 1ST-5TH","Commercial Garage","2579013","2027-08-15T00:00:00.000","41.9364480108","-87.6492907515"
"515755","1","PCAM, LLC","PCAM, LLC","300 N STATE ST","Commercial Garage","3021116","2027-06-15T00:00:00.000","41.8875578728","-87.6281530647"
"515509","6","HVPT ICON PARKING, LLC.","HVPT ICON PARKING, LLC.","320 N SANGAMON ST P1","Commercial Garage","3021087","2027-08-15T00:00:00.000","41.8874187103","-87.6511741472"
"515509","4","HVPT ICON PARKING, LLC.","HVPT ICON PARKING, LLC.","525 W MONROE ST B1-B2","Commercial Garage","3021080","2027-08-15T00:00:00.000","41.8804631471","-87.6408038843"
"515509","3","HVPT ICON PARKING, LLC.","HVPT ICON PARKING, LLC.","227 W MONROE ST LL1-2","Commercial Garage","3021079","2027-08-15T00:00:00.000","41.88053925","-87.6345924635"
"515509","5","HVPT ICON PARKING, LLC.","HVPT ICON PARKING, LLC.","165 W WACKER DR LL","Commercial Garage","3021124","2027-08-15T00:00:00.000","41.8867046721","-87.6329444646"
"515509","2","HVPT ICON PARKING, LLC.","HVPT ICON PARKING, LLC.","10-30 S WACKER DR","Commercial Garage","3021086","2027-08-15T00:00:00.000","41.8817224568","-87.6371636182"
"208794","2","1660 CONDOMINIUM ASSOCIATION","1660 CONDOMINIUM ASSOCIATION","1660 N LA SALLE DR  LEVELS A-E","Commercial Garage","3036262","2027-04-15T00:00:00.000","41.9128644207","-87.6332926524"
"378615","37","LEGACY PARKING COMPANY, LLC","LEGACY PARKING","1467 N DAYTON ST 1-7","Commercial Garage","2993342","2027-03-15T00:00:00.000","41.9083258978","-87.6492903313"
"378615","36","LEGACY PARKING COMPANY, LLC","LEGACY PARKING COMPANY, LLC","221 E CHESTNUT ST","Commercial Garage","2972307","2027-08-15T00:00:00.000","41.8983238529","-87.6209858958"
"420633","4","MCM PARKING, INC.","MCM PARKING, INC.","1310 N RITCHIE CT","Commercial Garage","3031360","2027-09-15T00:00:00.000","41.906211991","-87.6267466272"
"324325","70","LAZ PARKING CHICAGO, LLC","LAZ PARKING","609 W LAKE ST 1ST - 4TH","Commercial Garage","2192806","2027-07-15T00:00:00.000","41.8855949599","-87.6431996831"
"324325","136","LAZ PARKING CHICAGO, LLC","LAZ PARKING CHICAGO","401 S WABASH AVE 1ST","Commercial Garage","2535310","2027-07-15T00:00:00.000","41.8769097743","-87.6259089145"
"430901","3","AVI GROUP, INC.","7- ELEVEN #38484A","2341 W BELMONT AVE 1ST","Filling Station","2712354","2027-07-15T00:00:00.000","41.9393558205","-87.6872058096"
"324325","193","LAZ PARKING CHICAGO, LLC","LAZ PARKING","245 E OHIO ST","Commercial Garage","2948817","2027-07-15T00:00:00.000","41.8924790591","-87.6209023799"
"324325","89","LAZ PARKING CHICAGO, LLC","LAZ PARKING","2138 S INDIANA AVE","Commercial Garage","2983800","2027-07-15T00:00:00.000","41.8530780013","-87.6223842966"
"324325","93","LAZ PARKING CHICAGO, LLC","LAZ PARKING","70 W MADISON ST","Commercial Garage","2575224","2027-07-15T00:00:00.000","41.8820933673","-87.6303916446"
"324325","155","LAZ PARKING CHICAGO, LLC","LAZ PARKING","2 E 8TH ST 2 - 3","Commercial Garage","2621725","2027-07-15T00:00:00.000","41.8719172146","-87.627492761"
"324325","79","LAZ PARKING CHICAGO, LLC","LAZ PARKING","500 N LAKE SHORE DR","Commercial Garage","2253873","2027-07-15T00:00:00.000","41.8911183327","-87.6143846846"
"324325","170","LAZ PARKING CHICAGO, LLC","LAZ Parking","221 W HUBBARD ST 2 THRU 5","Commercial Garage","2762693","2027-07-15T00:00:00.000","41.8898607587","-87.6349484646"
"475577","5","MY PARKING INC.","MY PARKING INC.","1254-1258 N STATE PKWY","Commercial Garage","2948038","2027-07-15T00:00:00.000","41.9055366494","-87.6288791435"
"324325","66","LAZ PARKING CHICAGO, LLC","LAZ PARKING","1250 N DEARBORN ST 1-4","Commercial Garage","2575212","2027-07-15T00:00:00.000","41.9053790137","-87.6301745535"
"324325","6","LAZ PARKING CHICAGO, LLC","LAZ PARKING","260 E CHESTNUT ST 1ST","Commercial Garage","2575208","2027-07-15T00:00:00.000","41.8985644734","-87.6194705779"
"324325","92","LAZ PARKING CHICAGO, LLC","LAZ PARKING","505 N ORLEANS ST 1ST & 2ND","Commercial Garage","2575222","2027-07-15T00:00:00.000","41.8909311234","-87.6368684999"
"324325","137","LAZ PARKING CHICAGO, LLC","LAZ PARKING CHICAGO","1035 W VAN BUREN ST 1,B1,2&3","Commercial Garage","2595326","2027-07-15T00:00:00.000","41.8764695605","-87.65332116"
"324325","194","LAZ PARKING CHICAGO, LLC","LAZ PARKING","259 E ERIE ST 3-9","Commercial Garage","2948818","2027-07-15T00:00:00.000","41.8940853807","-87.62040431"
"324325","207","LAZ PARKING CHICAGO, LLC","LAZ PARKING","55 E MONROE ST 2ND - 9TH","Commercial Garage","3011177","2027-07-15T00:00:00.000","41.8806878785","-87.6256435041"
"324325","178","LAZ PARKING CHICAGO, LLC","LAZ PARKING GARAGE","110 N CARPENTER ST","Commercial Garage","2817983","2027-07-15T00:00:00.000","41.8833865771","-87.6533916472"
"324325","146","LAZ PARKING CHICAGO, LLC","LAZ PARKING LLC","14 E CEDAR ST","Commercial Garage","2569694","2027-07-15T00:00:00.000","41.9024923375","-87.6276951062"
"324325","179","LAZ PARKING CHICAGO, LLC","LAZ PARKING GARAGE","110 N WACKER DR LL,1,2","Commercial Garage","2818089","2027-07-15T00:00:00.000","41.8834982431","-87.6372002726"
"324325","25","LAZ PARKING CHICAGO, LLC","LAZ PARKING","33 W MONROE ST","Commercial Garage","1964045","2027-07-15T00:00:00.000","41.8806160057","-87.6290494247"
"324325","135","LAZ PARKING CHICAGO, LLC","LAZ PARKING CHICAGO","323 E WACKER DR LL1-3","Commercial Garage","2575220","2027-07-15T00:00:00.000","41.8875560409","-87.6196550933"
"324325","90","LAZ PARKING CHICAGO, LLC","LAZ PARKING, LLC","540 N STATE ST 1ST","Commercial Garage","2304310","2027-07-15T00:00:00.000","41.8920694945","-87.6282244283"
"324325","154","LAZ PARKING CHICAGO, LLC","LAZ PARKING","30 W MONROE ST B1","Commercial Garage","2616943","2027-07-15T00:00:00.000","41.8808386159","-87.6289019445"
"324325","86","LAZ PARKING CHICAGO, LLC","LAZ PARKING LLC","527 W WEBSTER AVE LL","Commercial Garage","2294160","2027-07-15T00:00:00.000","41.9217970479","-87.6425330743"
"324325","162","LAZ PARKING CHICAGO, LLC","LAZ PARKING","2 W DELAWARE PL 2 & 3","Commercial Garage","2670668","2027-07-15T00:00:00.000","41.8992486496","-87.6283465652"
"324325","121","LAZ PARKING CHICAGO, LLC","LAZ PARKING CHICAGO, LLC","111 E WACKER DR","Commercial Garage","2428990","2027-07-15T00:00:00.000","41.8880794261","-87.6240473698"
"10219","3","HUNTER PARKING, INCORPORATED","HUNTER PARKING","525 S WELLS ST","Commercial Garage","25086","2027-07-15T00:00:00.000","41.8751234513","-87.6334998388"
"324325","75","LAZ PARKING CHICAGO, LLC","LAZ PARKING","400 S FRANKLIN ST","Commercial Garage","2229541","2027-07-15T00:00:00.000","41.8767874094","-87.6353228468"
"324325","116","LAZ PARKING CHICAGO, LLC","LAZ PARKING","720 - 730 S CLARK ST","Commercial Garage","2411416","2027-07-15T00:00:00.000","41.8729567674","-87.6307769762"
"324325","120","LAZ PARKING CHICAGO, LLC","LAZ PARKING CHICAGO, LLC","233 N MICHIGAN AVE","Commercial Garage","2428669","2027-07-15T00:00:00.000","41.8865673709","-87.6243846706"
"324325","85","LAZ PARKING CHICAGO, LLC","LAZ PARKING LLC","1 E WACKER DR","Commercial Garage","2293383","2027-07-15T00:00:00.000","41.8867075551","-87.6278834784"
"324325","167","LAZ PARKING CHICAGO, LLC","LAZ PARKING","1639 N WELLS ST 1ST","Commercial Garage","2709109","2027-07-15T00:00:00.000","41.9123117952","-87.6345988555"
"324325","171","LAZ PARKING CHICAGO, LLC","LAZ Parking","2555 N CLARK ST BASEMENT, LOWER LEVE","Commercial Garage","2786716","2027-07-15T00:00:00.000","41.9292723531","-87.6425018778"
"324325","149","LAZ PARKING CHICAGO, LLC","LAZ PARKING","555 W MADISON ST 1ST & 3RD","Commercial Garage","2594988","2027-07-15T00:00:00.000","41.8817375162","-87.6418080251"
"324325","156","LAZ PARKING CHICAGO, LLC","LAZ PARKING","2222 S INDIANA AVE 1ST","Commercial Garage","2631671","2027-07-15T00:00:00.000","41.8522017247","-87.6224085318"
"324325","191","LAZ PARKING CHICAGO, LLC","LAZ PARKING","100 E BELLEVUE PL","Commercial Garage","2951887","2027-07-15T00:00:00.000","41.9017109242","-87.6256667297"
"10219","4","HUNTER PARKING, INCORPORATED","HUNTER PARKING INC","549 S WELLS ST","Commercial Garage","25087","2027-07-15T00:00:00.000","41.8747117256","-87.6334879142"
"324325","45","LAZ PARKING CHICAGO, LLC","LAZ PARKING","210-212 N WELLS ST 1-10","Commercial Garage","2049461","2027-07-15T00:00:00.000","41.8860283981","-87.6340849831"
"324325","106","LAZ PARKING CHICAGO, LLC","LAZ PARKING","3114-3116 N BROADWAY  1","Commercial Garage","2374224","2027-07-15T00:00:00.000","41.9381170633","-87.6444828182"
"10219","22","HUNTER PARKING, INCORPORATED","HUNTER PARKING, INC.","830-878 S WELLS ST","Commercial Garage","2549026","2027-07-15T00:00:00.000","41.8715056791","-87.6337021576"
"10219","8","HUNTER PARKING, INCORPORATED","HUNTER PARKING INC.","880 S WELLS ST","Commercial Garage","1197509","2027-07-15T00:00:00.000","41.8709636311","-87.6336872919"
"324325","177","LAZ PARKING CHICAGO, LLC","LAZ PARKING GARAGE","75 W HARRISON ST","Commercial Garage","2817981","2027-07-15T00:00:00.000","41.8744165769","-87.6302741576"
"10219","10","HUNTER PARKING, INCORPORATED","HUNTER PARKING INC.","313 S JEFFERSON ST","Commercial Garage","1336776","2027-07-15T00:00:00.000","41.8775796016","-87.6423757776"
"324325","111","LAZ PARKING CHICAGO, LLC","LAZ PARKING","1101 S STATE ST 2","Commercial Garage","2391021","2027-07-15T00:00:00.000","41.8691459141","-87.6273190147"
"324325","124","LAZ PARKING CHICAGO, LLC","LAZ PARKING","1 N HALSTED ST 2 - 5","Commercial Garage","2595980","2027-07-15T00:00:00.000","41.8818156316","-87.647214717"
"324325","148","LAZ PARKING CHICAGO, LLC","LAZ PARKING","1301 W MADISON ST B1,B2,1-4","Commercial Garage","2583435","2027-07-15T00:00:00.000","41.8814630254","-87.6596603496"
"63878","79","THE UNIVERSITY OF CHICAGO","THE UNIVERSITY OF CHICAGO","450 N CITYFRONT PLAZA DR","Commercial Garage","2575197","2027-07-15T00:00:00.000","41.8901114965","-87.6221038751"
"324325","69","LAZ PARKING CHICAGO, LLC","LAZ PARKING","301 E NORTH WATER ST 1ST & 2ND","Commercial Garage","2575216","2027-07-15T00:00:00.000","41.8894582801","-87.6203683764"
"324325","110","LAZ PARKING CHICAGO, LLC","LAZ PARKING","875 N MICHIGAN AVE 4-12","Commercial Garage","2390621","2027-07-15T00:00:00.000","41.8989485417","-87.6239749877"
"497006","1","GRENSHAW STORE LLC","7-ELEVEN #38585A","560 W GRENSHAW ST 1","Filling Station","2906735","2027-07-15T00:00:00.000","41.8682901533","-87.6417096878"
"324325","46","LAZ PARKING CHICAGO, LLC","LAZ PARKING","1 E 8TH ST","Commercial Garage","2575209","2027-07-15T00:00:00.000","41.8716977697","-87.6274844726"
